precursor_name,cnt,formula,smiles,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,avg anion electron affinity,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference
Co(NO3)2 6H2O,148,Co(NO3)2·6H2O,O.O.O.O.O.O.O.O.O.O.[Co+2].[O-][N+](=O)[O-],1.0,27.0,26.0,5.518518518518518,4.016460905349795,1.0,58.0,92.0,34.0,87.77777777777777,3.7530864197530858,87.0,1.00794,58.933195,57.925255,10.779062037037036,8.685441810699588,1.00794,14.01,1768.0,1753.99,100.73407407407406,123.50117969821673,14.01,1.0,16.0,15.0,9.0,7.111111111111111,1.0,1.0,4.0,3.0,1.6296296296296295,0.5596707818930041,1.0,31.0,126.0,95.0,53.03703703703704,19.588477366255145,31.0,1.88,3.44,1.56,2.8014814814814817,0.6029080932784636,2.2,1.0,2.0,1.0,1.5555555555555556,0.49382716049382713,1.0,0.0,4.0,4.0,2.0,1.9259259259259258,0.0,0.0,7.0,7.0,0.25925925925925924,0.49931412894375854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.814814814814815,2.5020576131687244,1.0,0.0,1.0,1.0,0.4444444444444444,0.49382716049382713,0.0,0.0,3.0,3.0,1.1111111111111112,1.0699588477366255,0.0,0.0,3.0,3.0,0.1111111111111111,0.2139917695473251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.6666666666666667,0.5925925925925926,1.0,6.615,14.76875,8.15375,8.460092592592593,1.640082304526749,6.615,0.0,7.853,7.853,3.9670370370370365,3.820109739368999,0.0,0.0,1.5484712,1.5484712,0.05735078518518519,0.11045336406035666,0.0,12.0,194.0,182.0,113.11111111111111,89.87654320987656,12.0,d,Co,-0.322368,d,Co,-0.322368,0.0,-282000.0,0.3999999999999999,1.56,1.1600000000000001,1.1493333333333333,0.5238320341483518
Cd(NO 3 )•4H 2 O,141,Cd(NO3)2·4H2O,O.O.O.O.O.[Cd+2].[O-][N+](=O)[O-],1.0,48.0,47.0,7.142857142857143,4.707482993197279,8.0,70.0,92.0,22.0,87.61904761904762,3.337868480725624,87.0,1.00794,112.411,111.40306,14.689615238095238,10.55421260770975,15.9994,14.01,594.22,580.21,65.73333333333333,50.33206349206349,54.8,1.0,16.0,15.0,10.0,6.857142857142857,16.0,1.0,5.0,4.0,1.7619047619047619,0.5804988662131519,2.0,31.0,144.0,113.0,56.857142857142854,19.700680272108844,66.0,1.69,3.44,1.75,2.8461904761904764,0.6024489795918366,3.44,1.0,2.0,1.0,1.619047619047619,0.47165532879818595,2.0,0.0,4.0,4.0,2.1904761904761907,1.8775510204081634,4.0,0.0,10.0,10.0,0.47619047619047616,0.9070294784580499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,4.285714285714286,2.503401360544218,6.0,0.0,1.0,1.0,0.38095238095238093,0.47165532879818595,0.0,0.0,3.0,3.0,1.2380952380952381,1.0612244897959182,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.619047619047619,0.6258503401360545,2.0,6.615,19.495,12.88,9.190595238095238,2.0438775510204077,9.105,0.0,7.853,7.853,3.6046666666666662,3.77631746031746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,107.33333333333333,90.79365079365078,12.0,p,O,-0.338381,p,O,-0.338381,0.0,-282000.0,0.3999999999999999,1.75,1.35,1.1336363636363636,0.5720307952979724
Co(NO3)2,124,Co(NO3)2,N(=O)(=O)[O-].N(=O)(=O)[O-].[Co+2],7.0,27.0,20.0,9.88888888888889,3.80246913580247,8.0,58.0,87.0,29.0,82.66666666666667,5.777777777777776,87.0,14.0067,58.933195,44.926494999999996,20.326999444444443,8.579154567901234,15.9994,54.8,1768.0,1713.2,246.98888888888885,338.0024691358024,54.8,9.0,16.0,7.0,15.0,1.3333333333333333,16.0,2.0,4.0,2.0,2.2222222222222223,0.3950617283950618,2.0,66.0,126.0,60.0,73.77777777777777,11.604938271604933,66.0,1.88,3.44,1.56,3.177777777777778,0.3496296296296295,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.3333333333333335,0.8888888888888888,4.0,0.0,7.0,7.0,0.7777777777777778,1.382716049382716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,6.111111111111111,0.641975308641975,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.4444444444444444,2.0,0.0,3.0,3.0,0.3333333333333333,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.3333333333333335,0.4444444444444444,2.0,9.105,14.76875,5.66375,10.490277777777777,1.901543209876543,9.105,0.0,6.437,6.437,1.4304444444444444,2.225135802469136,0.0,0.0,1.5484712,1.5484712,0.17205235555555556,0.30587085432098765,0.0,12.0,194.0,182.0,72.66666666666667,80.88888888888889,12.0,d,Co,-0.322368,d,Co,-0.322368,0.0,-282000.0,0.3999999999999999,1.56,1.1600000000000001,0.7866666666666666,0.8202438661763952
NiCl2,115,NiCl2,[Ni+2].[Cl-].[Cl-],17.0,28.0,11.0,20.666666666666668,4.888888888888889,17.0,61.0,94.0,33.0,83.0,14.666666666666666,94.0,35.453,58.6934,23.240399999999994,43.1998,10.329066666666664,35.453,171.6,1728.0,1556.4,690.4,691.7333333333332,171.6,10.0,17.0,7.0,14.666666666666666,3.111111111111111,17.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,102.0,124.0,22.0,109.33333333333333,9.777777777777777,102.0,1.91,3.16,1.2500000000000002,2.7433333333333336,0.5555555555555556,3.16,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,8.0,1.3333333333333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,10.32,24.4975,14.177499999999998,19.771666666666665,6.301111111111111,24.4975,0.0,2.493,2.493,1.662,1.1079999999999999,2.493,0.0,0.5953947,0.5953947,0.19846490000000003,0.26461986666666665,0.0,64.0,225.0,161.0,117.66666666666667,71.55555555555556,64.0,p,Cl,-0.32038,p,Cl,-0.32038,0.0,-349000.0,1.2500000000000002,1.2500000000000002,0.0,1.2500000000000002,0.0
ZnCl2,112,ZnCl2,[Zn+2].[Cl-].[Cl-],17.0,30.0,13.0,21.333333333333332,5.777777777777778,17.0,69.0,94.0,25.0,85.66666666666667,11.111111111111109,94.0,35.453,65.38,29.926999999999992,45.428666666666665,13.300888888888885,35.453,171.6,692.68,521.0799999999999,345.2933333333333,231.5911111111111,171.6,12.0,17.0,5.0,15.333333333333334,2.222222222222222,17.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,102.0,122.0,20.0,108.66666666666667,8.888888888888891,102.0,1.65,3.16,1.5100000000000002,2.6566666666666667,0.6711111111111112,3.16,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,5.0,8.666666666666666,2.222222222222222,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,13.96,24.4975,10.537499999999998,20.985,4.683333333333333,24.4975,0.0,2.493,2.493,1.662,1.1079999999999999,2.493,0.0,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,107.33333333333333,57.77777777777777,64.0,p,Cl,-0.32038,s,Zn,-0.222725,0.09765499999999999,-349000.0,1.5100000000000002,1.5100000000000002,0.0,1.5100000000000002,0.0
CdCl2,108,CdCl2,[Cd+2].[Cl-].[Cl-],17.0,48.0,31.0,27.333333333333332,13.777777777777777,17.0,70.0,94.0,24.0,86.0,10.666666666666666,94.0,35.453,112.411,76.958,61.10566666666667,34.20355555555556,35.453,171.6,594.22,422.62,312.47333333333336,187.8311111111111,171.6,12.0,17.0,5.0,15.333333333333334,2.222222222222222,17.0,3.0,5.0,2.0,3.6666666666666665,0.8888888888888888,3.0,102.0,144.0,42.0,116.0,18.666666666666668,102.0,1.69,3.16,1.4700000000000002,2.67,0.6533333333333334,3.16,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,5.0,8.666666666666666,2.222222222222222,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,19.495,24.4975,5.002499999999998,22.83,2.2233333333333327,24.4975,0.0,2.493,2.493,1.662,1.1079999999999999,2.493,0.0,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,107.33333333333333,57.77777777777777,64.0,p,Cl,-0.32038,s,Cd,-0.204228,0.116152,-349000.0,1.4700000000000002,1.4700000000000002,0.0,1.4700000000000002,0.0
Pb(NO3)2,86,Pb(NO3)2,[Pb+2].[O-][N+](=O)[O-].[O-][N+](=O)[O-],7.0,82.0,75.0,16.0,14.666666666666666,8.0,81.0,87.0,6.0,85.22222222222223,2.3703703703703685,87.0,14.0067,207.2,193.1933,36.801088888888884,37.86642469135801,15.9994,54.8,600.61,545.8100000000001,117.27888888888889,107.40691358024691,54.8,14.0,16.0,2.0,15.555555555555555,0.5925925925925927,16.0,2.0,6.0,4.0,2.4444444444444446,0.7901234567901236,2.0,66.0,146.0,80.0,76.0,15.555555555555555,66.0,2.33,3.44,1.1099999999999999,3.227777777777778,0.28296296296296286,3.44,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.5555555555555554,0.5925925925925927,4.0,0.0,10.0,10.0,1.1111111111111112,1.9753086419753088,0.0,0.0,14.0,14.0,1.5555555555555556,2.765432098765432,0.0,5.0,28.0,23.0,8.222222222222221,4.395061728395061,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.4444444444444446,0.5925925925925927,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.4444444444444446,0.5925925925925927,2.0,9.105,28.11,19.005,12.475277777777778,4.493703703703703,9.105,0.0,6.437,6.437,1.4304444444444444,2.225135802469136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,76.11111111111111,85.48148148148147,12.0,p,O,-0.338381,p,O,-0.338381,0.0,-282000.0,0.3999999999999999,1.1099999999999999,0.71,0.6366666666666666,0.5020458146424487
CuSO4,84,CuSO4,[O-]S(=O)(=O)[O-].[Cu+2],8.0,29.0,21.0,12.833333333333334,6.444444444444444,8.0,64.0,88.0,24.0,83.33333333333333,6.444444444444447,87.0,15.9994,63.546,47.5466,26.601433333333333,14.136044444444444,15.9994,54.8,1357.77,1302.97,327.555,363.67333333333335,54.8,11.0,16.0,5.0,15.166666666666666,1.3888888888888893,16.0,2.0,4.0,2.0,2.5,0.6666666666666666,2.0,66.0,132.0,66.0,83.5,23.333333333333332,66.0,1.9,3.44,1.54,3.0400000000000005,0.5333333333333331,3.44,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,3.3333333333333335,1.111111111111111,4.0,0.0,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,6.833333333333333,1.3888888888888886,6.0,0.0,1.0,1.0,0.16666666666666666,0.27777777777777773,0.0,0.0,2.0,2.0,1.6666666666666667,0.5555555555555555,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,9.105,25.786875,16.681874999999998,12.2128125,4.5246875,9.105,0.0,2.202,2.202,0.367,0.6116666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,57.166666666666664,60.22222222222223,12.0,d,Cu,-0.202272,d,Cu,-0.202272,0.0,-282000.0,0.8599999999999999,1.54,0.6800000000000002,1.2,0.48083261120685244
Co(Ac)2·H2O,78,Co(CH3COO)2·H2O,CC(=O)[O-].CC(=O)[O-].O.[Co+2],1.0,27.0,26.0,5.5,4.0,1.0,58.0,92.0,34.0,85.38888888888889,6.771604938271606,92.0,1.00794,58.933195,57.925255,10.835361944444445,8.735486172839508,1.00794,14.01,3823.0,3808.99,969.2266666666668,1357.0962962962963,14.01,1.0,16.0,15.0,8.5,6.666666666666667,1.0,1.0,4.0,3.0,1.6666666666666667,0.5925925925925926,1.0,31.0,126.0,95.0,56.0,22.22222222222222,31.0,1.88,3.44,1.56,2.6044444444444443,0.46419753086419746,2.2,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,1.0,0.0,4.0,4.0,1.5555555555555556,1.5555555555555556,0.0,0.0,7.0,7.0,0.3888888888888889,0.7345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.5,2.2222222222222223,1.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,1.0,0.0,4.0,4.0,1.4444444444444444,1.4444444444444444,0.0,0.0,3.0,3.0,0.16666666666666666,0.31481481481481477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0555555555555554,0.9691358024691357,1.0,5.64,10.245,4.6049999999999995,7.291666666666667,1.3355555555555556,6.615,0.0,7.853,7.853,4.489333333333333,2.9928888888888894,7.853,0.0,1.5484712,1.5484712,0.08602617777777778,0.1624938913580247,0.0,12.0,194.0,182.0,143.44444444444446,73.02469135802468,194.0,s,H,-0.233471,s,H,-0.233471,0.0,-282000.0,1.2399999999999998,1.56,0.3200000000000003,1.2755555555555553,0.2262741699796954
Mn(Ac)2,57,Mn(Ac)2,CC(=O)[O-].[Mn+2],1.0,25.0,24.0,5.8,3.8399999999999994,1.0,52.0,92.0,40.0,84.0,8.0,92.0,1.00794,54.938045,53.930105000000005,11.535072333333334,8.421705866666667,1.00794,14.01,3823.0,3808.99,1140.9506666666668,1480.832888888889,14.01,1.0,16.0,15.0,8.866666666666667,6.542222222222222,1.0,1.0,4.0,3.0,1.7333333333333334,0.5866666666666667,1.0,31.0,139.0,108.0,59.53333333333333,22.826666666666664,31.0,1.55,3.44,1.89,2.5806666666666667,0.45831111111111106,2.2,1.0,2.0,1.0,1.6,0.4799999999999999,1.0,0.0,4.0,4.0,1.6,1.4933333333333332,0.0,0.0,5.0,5.0,0.3333333333333333,0.6222222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.533333333333333,2.0266666666666664,1.0,0.0,1.0,1.0,0.4,0.4799999999999999,1.0,0.0,4.0,4.0,1.6,1.4933333333333332,0.0,0.0,5.0,5.0,0.3333333333333333,0.6222222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.3333333333333335,1.2444444444444442,1.0,5.64,10.4875862069,4.8475862069,7.277172413793333,1.4028965517244445,6.615,0.0,7.853,7.853,4.340133333333333,2.893422222222222,7.853,0.0,0.000310120689655,0.000310120689655,2.0674712643666666e-05,3.859279693484444e-05,0.0,12.0,217.0,205.0,147.0,72.0,194.0,s,H,-0.233471,s,H,-0.233471,0.0,-282000.0,1.2399999999999998,1.89,0.6500000000000001,1.3328571428571425,0.459619407771256
NH4VO3,52,NH4VO3,[NH4+].[V](=O)([O-])[O-],1.0,23.0,22.0,6.444444444444445,4.839506172839506,1.0,46.0,92.0,46.0,84.11111111111111,8.93827160493827,92.0,1.00794,50.9415,49.93356,12.997573333333333,10.657451851851853,1.00794,14.01,2183.0,2168.99,274.05444444444447,424.21012345679014,14.01,1.0,16.0,15.0,8.0,6.888888888888889,1.0,1.0,4.0,3.0,1.7777777777777777,0.691358024691358,1.0,31.0,153.0,122.0,60.666666666666664,26.37037037037037,31.0,1.63,3.44,1.81,2.643333333333333,0.6192592592592592,2.2,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,1.0,0.0,4.0,4.0,1.6666666666666667,1.8518518518518516,0.0,0.0,3.0,3.0,0.3333333333333333,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.5555555555555554,2.271604938271605,1.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,1.0,0.0,3.0,3.0,1.0,1.1111111111111112,0.0,0.0,7.0,7.0,0.7777777777777778,1.382716049382716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.2222222222222223,1.2345679012345678,1.0,6.615,14.76875,8.15375,9.061527777777778,2.1746913580246914,6.615,0.0,7.853,7.853,4.205444444444444,3.738172839506172,7.853,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,137.22222222222223,83.48148148148147,194.0,p,N,-0.266297,s,H,-0.233471,0.032825999999999994,-216750.0,1.1399999999999997,1.71,0.5700000000000003,1.2539999999999998,0.40305086527633227
Ni(NO3)2,51,Ni(NO3)2,[Ni+2].[O-][N+](=O)[O-].[O-][N+](=O)[O-],7.0,28.0,21.0,10.0,4.0,8.0,61.0,87.0,26.0,83.0,5.333333333333333,87.0,14.0067,58.6934,44.686699999999995,20.300355555555555,8.531787654320986,15.9994,54.8,1728.0,1673.2,242.5444444444444,330.1012345679012,54.8,10.0,16.0,6.0,15.11111111111111,1.1851851851851853,16.0,2.0,4.0,2.0,2.2222222222222223,0.3950617283950618,2.0,66.0,124.0,58.0,73.55555555555556,11.209876543209878,66.0,1.91,3.44,1.53,3.1811111111111114,0.34518518518518504,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.3333333333333335,0.8888888888888888,4.0,0.0,8.0,8.0,0.8888888888888888,1.5802469135802468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,6.222222222222222,0.8395061728395062,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.4444444444444444,2.0,0.0,2.0,2.0,0.2222222222222222,0.3950617283950617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.2222222222222223,0.34567901234567905,2.0,9.105,14.76875,5.66375,10.498611111111112,1.8978395061728395,9.105,0.0,6.437,6.437,1.4304444444444444,2.225135802469136,0.0,0.0,0.5953947,0.5953947,0.06615496666666668,0.11760882962962965,0.0,12.0,225.0,213.0,76.11111111111111,85.48148148148147,12.0,p,O,-0.338381,p,O,-0.338381,0.0,-282000.0,0.3999999999999999,1.53,1.1300000000000001,0.7766666666666667,0.7990306627407988
CuI,51,CuI,[Cu+].[I-],29.0,53.0,24.0,41.0,12.0,29.0,64.0,96.0,32.0,80.0,16.0,64.0,63.546,126.90447,63.358470000000004,95.225235,31.679235000000002,63.546,386.85,1357.77,970.92,872.31,485.46,386.85,11.0,17.0,6.0,14.0,3.0,11.0,4.0,5.0,1.0,4.5,0.5,4.0,132.0,139.0,7.0,135.5,3.5,132.0,1.9,2.66,0.7600000000000002,2.2800000000000002,0.3800000000000001,1.9,1.0,2.0,1.0,1.5,0.5,1.0,0.0,5.0,5.0,2.5,2.5,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,6.0,14.0,3.0,11.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,11.07,43.015,31.945,27.0425,15.9725,11.07,0.0,1.062,1.062,0.531,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,144.5,80.5,64.0,d,Cu,-0.202272,s,Cu,-0.172056,0.03021600000000002,-295200.0,0.7600000000000002,0.7600000000000002,0.0,0.7600000000000002,0.0
CdCl2·2H2O,48,CdCl2·2H2O,O.O.O.O.[Cd+2].[Cl-].[Cl-],1.0,48.0,47.0,11.333333333333334,10.666666666666668,1.0,70.0,94.0,24.0,88.88888888888889,5.037037037037038,92.0,1.00794,112.411,111.40306,24.37195111111111,24.489143703703704,1.00794,14.01,594.22,580.21,122.56222222222222,126.60740740740741,14.01,1.0,17.0,16.0,9.11111111111111,7.209876543209877,1.0,1.0,5.0,4.0,2.111111111111111,1.037037037037037,1.0,31.0,144.0,113.0,67.11111111111111,32.59259259259259,31.0,1.69,3.44,1.75,2.6322222222222225,0.5935802469135802,2.2,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,1.0,0.0,5.0,5.0,2.0,2.2222222222222223,0.0,0.0,10.0,10.0,1.1111111111111112,1.9753086419753088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,4.666666666666667,3.2592592592592595,1.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,1.0,0.0,2.0,2.0,0.6666666666666666,0.7407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1111111111111112,0.39506172839506176,1.0,6.615,24.4975,17.8825,12.573333333333332,6.837777777777777,6.615,0.0,7.853,7.853,4.0442222222222215,3.38558024691358,7.853,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,124.66666666666667,77.03703703703704,194.0,p,Cl,-0.32038,s,H,-0.233471,0.08690899999999999,-315500.0,1.0999999999999996,1.6099999999999999,0.5100000000000002,1.2019999999999995,0.3606244584051394
PbCO3,47,PbCO3,O=C([O-])[O-].[Pb+2],6.0,82.0,76.0,22.4,23.839999999999996,8.0,77.0,87.0,10.0,83.8,3.8400000000000007,87.0,12.0107,207.2,195.1893,53.441779999999994,61.503288,15.9994,54.8,3823.0,3768.2,917.6019999999999,1162.1592,54.8,14.0,16.0,2.0,15.2,0.9600000000000002,16.0,2.0,6.0,4.0,2.8,1.2799999999999998,2.0,66.0,146.0,80.0,84.0,24.8,66.0,2.33,3.44,1.1099999999999999,3.04,0.48,3.44,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.2,0.96,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,4.0,28.0,24.0,10.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.8,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.8,0.96,2.0,5.64,28.11,22.47,12.213,6.3588,9.105,0.0,4.496,4.496,0.8992000000000001,1.4387200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,p,O,-0.338381,p,O,-0.338381,0.0,-282000.0,0.8900000000000001,1.1099999999999999,0.21999999999999975,1.0,0.15556349186104027
